id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
2105,https://github.com/node-fetch/node-fetch,https://github.com/debug-js/debug,0.27906302143,0.72093697857,8.8k,1k,89,119,4.5,4.0,4.0,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
2106,https://github.com/node-fetch/node-fetch,https://github.com/facebook/react,0.62020123248,0.37979876752,8.8k,1k,89,119,4.5,4.0,4.0,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2107,https://github.com/node-fetch/node-fetch,https://github.com/go-task/slim-sprig,0.50671702576,0.49328297424,8.8k,1k,89,119,4.5,4.0,4.0,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2108,https://github.com/node-fetch/node-fetch,https://github.com/mochajs/mocha,0.04057389653,0.95942610347,8.8k,1k,89,119,4.5,4.0,4.0,4.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2109,https://github.com/node-fetch/node-fetch,https://github.com/immerjs/immer,0.55336689626,0.44663310374,8.8k,1k,89,119,4.5,4.0,4.0,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
2110,https://github.com/node-fetch/node-fetch,https://github.com/marak/colors.js,0.02693875390,0.97306124610,8.8k,1k,89,119,4.5,4.0,4.0,4.0,5.2k,449,53,44,4.5,3.5,3.0,4.0
2113,https://github.com/node-fetch/node-fetch,https://github.com/mikemcl/bignumber.js,0.75389940122,0.24610059878,8.8k,1k,89,119,4.5,4.0,4.0,4.0,6.7k,744,83,35,4.5,4.8,4.0,4.2
2114,https://github.com/node-fetch/node-fetch,https://github.com/ajv-validator/ajv,0.08328047605,0.91671952395,8.8k,1k,89,119,4.5,4.0,4.0,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2115,https://github.com/node-fetch/node-fetch,https://github.com/fb55/entities,0.01211387038,0.98788612962,8.8k,1k,89,119,4.5,4.0,4.0,4.0,331,64,5,23,4.5,4.0,3.5,4.0
2117,https://github.com/node-fetch/node-fetch,https://github.com/motdotla/dotenv,0.80765656717,0.19234343283,8.8k,1k,89,119,4.5,4.0,4.0,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
2118,https://github.com/node-fetch/node-fetch,https://github.com/epoberezkin/fast-deep-equal,0.15921493914,0.84078506086,8.8k,1k,89,119,4.5,4.0,4.0,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2119,https://github.com/node-fetch/node-fetch,https://github.com/heim-rs/darwin-libproc,0.87996468087,0.12003531913,8.8k,1k,89,119,4.5,4.0,4.0,4.0,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
2120,https://github.com/node-fetch/node-fetch,https://github.com/axios/axios,0.20808262008,0.79191737992,8.8k,1k,89,119,4.5,4.0,4.0,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2121,https://github.com/node-fetch/node-fetch,https://github.com/dcodeio/long.js,0.00768322782,0.99231677218,8.8k,1k,89,119,4.5,4.0,4.0,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2123,https://github.com/node-fetch/node-fetch,https://github.com/lukeed/polka,0.53773603151,0.46226396849,8.8k,1k,89,119,4.5,4.0,4.0,4.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
2125,https://github.com/node-fetch/node-fetch,https://github.com/import-js/eslint-plugin-import,0.36178094922,0.63821905078,8.8k,1k,89,119,4.5,4.0,4.0,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2126,https://github.com/node-fetch/node-fetch,https://github.com/mysticatea/abort-controller,0.01845308206,0.98154691794,8.8k,1k,89,119,4.5,4.0,4.0,4.0,305,36,8,5,4.0,3.5,3.0,3.5
2127,https://github.com/node-fetch/node-fetch,https://github.com/coinbase/coinbase-wallet-sdk,0.00104335472,0.99895664528,8.8k,1k,89,119,4.5,4.0,4.0,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
2129,https://github.com/node-fetch/node-fetch,https://github.com/humanwhocodes/object-schema,0.20874389065,0.79125610935,8.8k,1k,89,119,4.5,4.0,4.0,4.0,32,7,2,3,4.0,3.5,2.5,3.0
2130,https://github.com/node-fetch/node-fetch,https://github.com/boa-dev/boa,0.43746034324,0.56253965676,8.8k,1k,89,119,4.5,4.0,4.0,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2131,https://github.com/node-fetch/node-fetch,https://github.com/inikulin/parse5,0.92631407933,0.07368592067,8.8k,1k,89,119,4.5,4.0,4.0,4.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
2133,https://github.com/node-fetch/node-fetch,https://github.com/formatjs/formatjs,0.75234942785,0.24765057215,8.8k,1k,89,119,4.5,4.0,4.0,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2134,https://github.com/node-fetch/node-fetch,https://github.com/mmcloughlin/addchain,0.04979095401,0.95020904599,8.8k,1k,89,119,4.5,4.0,4.0,4.0,188,14,7,2,4.5,4.8,3.5,3.8
2135,https://github.com/node-fetch/node-fetch,https://github.com/kaelzhang/node-ignore,0.99736572145,0.00263427855,8.8k,1k,89,119,4.5,4.0,4.0,4.0,454,47,10,20,4.5,4.0,3.5,3.0
2136,https://github.com/node-fetch/node-fetch,https://github.com/google/flatbuffers,0.28126497360,0.71873502640,8.8k,1k,89,119,4.5,4.0,4.0,4.0,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
2137,https://github.com/node-fetch/node-fetch,https://github.com/biomejs/biome,0.19823644074,0.80176355926,8.8k,1k,89,119,4.5,4.0,4.0,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2138,https://github.com/node-fetch/node-fetch,https://github.com/fastify/fastify,0.34192857907,0.65807142093,8.8k,1k,89,119,4.5,4.0,4.0,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
2139,https://github.com/node-fetch/node-fetch,https://github.com/alexeyraspopov/picocolors,0.95901639340,0.04098360660,8.8k,1k,89,119,4.5,4.0,4.0,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
2140,https://github.com/mattn/go-isatty,https://github.com/eslint/eslint,0.00999173630,0.99000826370,845,108,12,29,4.0,3.5,3.0,3.5,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2141,https://github.com/mattn/go-isatty,https://github.com/cssnano/cssnano,0.70325872471,0.29674127529,845,108,12,29,4.0,3.5,3.0,3.5,4.8k,319,49,109,4.5,4.0,4.0,4.0
2142,https://github.com/mattn/go-isatty,https://github.com/electron/electron,0.20455355938,0.79544644062,845,108,12,29,4.0,3.5,3.0,3.5,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2143,https://github.com/mattn/go-isatty,https://github.com/level/levelup,0.78987685241,0.21012314759,845,108,12,29,4.0,3.5,3.0,3.5,4.1k,267,91,42,4.5,4.0,3.5,3.0
2144,https://github.com/mattn/go-isatty,https://github.com/emotion-js/emotion,0.13590393522,0.86409606478,845,108,12,29,4.0,3.5,3.0,3.5,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2145,https://github.com/mattn/go-isatty,https://github.com/jedisct1/go-minisign,0.33256634801,0.66743365199,845,108,12,29,4.0,3.5,3.0,3.5,113,12,5,3,3.5,3.0,2.5,3.0
2146,https://github.com/mattn/go-isatty,https://github.com/browserslist/browserslist,0.25978862015,0.74021137985,845,108,12,29,4.0,3.5,3.0,3.5,13.1k,721,140,179,4.5,4.0,4.0,3.5
2147,https://github.com/mattn/go-isatty,https://github.com/gregberge/svgr,0.41966138894,0.58033861106,845,108,12,29,4.0,3.5,3.0,3.5,10.6k,425,35,132,4.5,4.8,4.2,4.0
2148,https://github.com/mattn/go-isatty,https://github.com/gulpjs/gulp,0.11369026720,0.88630973280,845,108,12,29,4.0,3.5,3.0,3.5,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2149,https://github.com/mattn/go-isatty,https://github.com/floating-ui/floating-ui,0.17385671382,0.82614328618,845,108,12,29,4.0,3.5,3.0,3.5,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2151,https://github.com/mattn/go-isatty,https://github.com/debug-js/debug,0.33580363633,0.66419636367,845,108,12,29,4.0,3.5,3.0,3.5,11.2k,945,139,116,4.5,4.0,4.0,4.0
2152,https://github.com/mattn/go-isatty,https://github.com/facebook/react,0.73147262896,0.26852737104,845,108,12,29,4.0,3.5,3.0,3.5,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2153,https://github.com/mattn/go-isatty,https://github.com/go-task/slim-sprig,0.50555977012,0.49444022988,845,108,12,29,4.0,3.5,3.0,3.5,63,15,4,Not provided,3.5,3.0,2.5,3.0
2155,https://github.com/mattn/go-isatty,https://github.com/marak/colors.js,0.52836484980,0.47163515020,845,108,12,29,4.0,3.5,3.0,3.5,5.2k,449,53,44,4.5,3.5,3.0,4.0
2156,https://github.com/mattn/go-isatty,https://github.com/chzyer/readline,0.81764146947,0.18235853053,845,108,12,29,4.0,3.5,3.0,3.5,2.1k,280,41,38,4.0,4.5,3.5,3.0
2157,https://github.com/mattn/go-isatty,https://github.com/clap-rs/clap,0.33312323395,0.66687676605,845,108,12,29,4.0,3.5,3.0,3.5,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2158,https://github.com/mattn/go-isatty,https://github.com/ajv-validator/ajv,0.14285823702,0.85714176298,845,108,12,29,4.0,3.5,3.0,3.5,14k,886,112,207,4.5,4.8,4.2,4.0
2159,https://github.com/mattn/go-isatty,https://github.com/axios/axios,0.09135188597,0.90864811403,845,108,12,29,4.0,3.5,3.0,3.5,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2161,https://github.com/mattn/go-isatty,https://github.com/brooooooklyn/snappy,0.45750873110,0.54249126890,845,108,12,29,4.0,3.5,3.0,3.5,168,10,4,6,4.0,4.5,3.5,3.0
2162,https://github.com/mattn/go-isatty,https://github.com/import-js/eslint-plugin-import,0.32898127761,0.67101872239,845,108,12,29,4.0,3.5,3.0,3.5,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2164,https://github.com/mattn/go-isatty,https://github.com/coinbase/coinbase-wallet-sdk,0.00001110000,0.99998890000,845,108,12,29,4.0,3.5,3.0,3.5,1.5k,601,171,52,4.5,4.0,3.5,4.0
2165,https://github.com/mattn/go-isatty,https://github.com/ethers-io/ethers.js,0.32651420383,0.67348579617,845,108,12,29,4.0,3.5,3.0,3.5,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2166,https://github.com/mattn/go-isatty,https://github.com/epoberezkin/fast-deep-equal,0.08607253164,0.91392746836,845,108,12,29,4.0,3.5,3.0,3.5,1.9k,106,14,13,4.5,4.0,3.5,4.0
2169,https://github.com/mattn/go-isatty,https://github.com/humanwhocodes/object-schema,0.16492120081,0.83507879919,845,108,12,29,4.0,3.5,3.0,3.5,32,7,2,3,4.0,3.5,2.5,3.0
2170,https://github.com/mattn/go-isatty,https://github.com/formatjs/formatjs,0.20634920636,0.79365079364,845,108,12,29,4.0,3.5,3.0,3.5,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2171,https://github.com/mattn/go-isatty,https://github.com/lukeed/polka,0.42513945190,0.57486054810,845,108,12,29,4.0,3.5,3.0,3.5,5.4k,173,69,13,4.5,4.0,3.5,4.0
2172,https://github.com/mattn/go-isatty,https://github.com/getsentry/sentry-javascript,0.00357509249,0.99642490751,845,108,12,29,4.0,3.5,3.0,3.5,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
2174,https://github.com/mattn/go-isatty,https://github.com/ljharb/qs,0.07812899419,0.92187100581,845,108,12,29,4.0,3.5,3.0,3.5,8.6k,735,67,64,4.5,4.0,3.5,4.0
2179,https://github.com/clap-rs/clap,https://github.com/browserslist/browserslist,0.36913301516,0.63086698484,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2180,https://github.com/clap-rs/clap,https://github.com/babel/babel,0.01391566446,0.98608433554,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2181,https://github.com/clap-rs/clap,https://github.com/chzyer/readline,0.97484489446,0.02515510554,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2182,https://github.com/clap-rs/clap,https://github.com/ajv-validator/ajv,0.19330649941,0.80669350059,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2183,https://github.com/clap-rs/clap,https://github.com/axios/axios,0.33515447195,0.66484552805,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2184,https://github.com/clap-rs/clap,https://github.com/brooooooklyn/snappy,0.67970133400,0.32029866600,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2185,https://github.com/clap-rs/clap,https://github.com/boa-dev/boa,0.60645453143,0.39354546857,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2186,https://github.com/clap-rs/clap,https://github.com/biomejs/biome,0.26138610199,0.73861389801,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2188,https://github.com/yarnpkg/yarn,https://github.com/typescript-eslint/typescript-eslint,0.36528768625,0.63471231375,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,15.4k,2.8k,90,701,4.5,4.8,4.7,4.3
2189,https://github.com/yarnpkg/yarn,https://github.com/eslint/eslint,0.07564033089,0.92435966911,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2190,https://github.com/yarnpkg/yarn,https://github.com/electron/electron,0.58168522944,0.41831477056,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2191,https://github.com/yarnpkg/yarn,https://github.com/pytest-dev/pytest,0.51622591081,0.48377408919,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,12.3k,2.7k,196,875,4.5,4.8,4.7,4.6
2192,https://github.com/yarnpkg/yarn,https://github.com/rollup/rollup,0.53920938955,0.46079061045,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,25.5k,1.5k,257,395,4.5,4.8,4.2,4.0
2193,https://github.com/yarnpkg/yarn,https://github.com/babel/babel,0.07822845318,0.92177154682,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2194,https://github.com/yarnpkg/yarn,https://github.com/sindresorhus/type-fest,0.26223478803,0.73776521197,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,14.7k,570,52,181,4.5,4.8,4.2,4.0
2195,https://github.com/yarnpkg/yarn,https://github.com/vuejs/vue,0.09965051650,0.90034948350,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,208k,33.7k,5.9k,366,4.5,4.0,4.5,4.0
2196,https://github.com/yarnpkg/yarn,https://github.com/redux-saga/redux-saga,0.53132617059,0.46867382941,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,22.5k,2k,249,322,4.5,4.8,4.2,4.0
2197,https://github.com/yarnpkg/yarn,https://github.com/go-task/slim-sprig,0.88968562250,0.11031437750,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2198,https://github.com/yarnpkg/yarn,https://github.com/postcss/postcss,0.64263187778,0.35736812222,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0
2199,https://github.com/yarnpkg/yarn,https://github.com/pion/webrtc,0.69911660082,0.30088339918,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3
2200,https://github.com/yarnpkg/yarn,https://github.com/node-fetch/node-fetch,0.90249529981,0.09750470019,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,8.8k,1k,89,119,4.5,4.0,4.0,4.0
2201,https://github.com/yarnpkg/yarn,https://github.com/pnpm/cmd-shim,0.32978941892,0.67021058108,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,14,11,5,Not provided,3.5,3.0,2.5,3.0
2202,https://github.com/yarnpkg/yarn,https://github.com/gulpjs/gulp,0.43528542358,0.56471457642,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2204,https://github.com/yarnpkg/yarn,https://github.com/swc-project/swc,0.47696434490,0.52303565510,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,31.5k,1.2k,153,304,4.5,4.8,4.2,4.0
2205,https://github.com/yarnpkg/yarn,https://github.com/facebook/react,0.81369298706,0.18630701294,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2206,https://github.com/yarnpkg/yarn,https://github.com/fb55/entities,0.01211387038,0.98788612962,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,331,64,5,23,4.5,4.0,3.5,4.0
2207,https://github.com/yarnpkg/yarn,https://github.com/ljharb/qs,0.60984267788,0.39015732212,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,8.6k,735,67,64,4.5,4.0,3.5,4.0
2208,https://github.com/yarnpkg/yarn,https://github.com/browserslist/browserslist,0.65662908876,0.34337091124,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2209,https://github.com/yarnpkg/yarn,https://github.com/motdotla/dotenv,0.97693309620,0.02306690380,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
2210,https://github.com/yarnpkg/yarn,https://github.com/sheetjs/js-crc32,0.90176099957,0.09823900043,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,345,37,10,6,4.5,3.5,3.0,4.0
2213,https://github.com/yarnpkg/yarn,https://github.com/clap-rs/clap,0.80251471321,0.19748528679,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2215,https://github.com/yarnpkg/yarn,https://github.com/webpack/webpack,0.08206632164,0.91793367836,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,64.9k,8.9k,1.5k,810,4.5,5,4.8,4.2
2216,https://github.com/yarnpkg/yarn,https://github.com/floating-ui/floating-ui,0.54723574142,0.45276425858,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2218,https://github.com/yarnpkg/yarn,https://github.com/immerjs/immer,0.88463947736,0.11536052264,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
2220,https://github.com/yarnpkg/yarn,https://github.com/epoberezkin/fast-deep-equal,0.56451653549,0.43548346451,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2221,https://github.com/yarnpkg/yarn,https://github.com/level/levelup,0.95478605459,0.04521394541,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
2224,https://github.com/yarnpkg/yarn,https://github.com/heim-rs/darwin-libproc,0.99111626001,0.00888373999,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
2225,https://github.com/yarnpkg/yarn,https://github.com/rich-harris/magic-string,0.95790207318,0.04209792682,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,2.4k,115,15,55,4.5,4.0,3.5,4.0
2226,https://github.com/yarnpkg/yarn,https://github.com/axios/axios,0.62847658934,0.37152341066,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2227,https://github.com/yarnpkg/yarn,https://github.com/chzyer/readline,0.99107276820,0.00892723180,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2228,https://github.com/yarnpkg/yarn,https://github.com/webreflection/flatted,0.69874465764,0.30125534236,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,1.1k,49,10,11,4.0,4.5,3.5,3.0
2230,https://github.com/yarnpkg/yarn,https://github.com/debug-js/debug,0.79815777444,0.20184222556,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
2231,https://github.com/yarnpkg/yarn,https://github.com/dcodeio/long.js,0.11934307554,0.88065692446,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2232,https://github.com/yarnpkg/yarn,https://github.com/marak/colors.js,0.20028662874,0.79971337126,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,5.2k,449,53,44,4.5,3.5,3.0,4.0
2233,https://github.com/yarnpkg/yarn,https://github.com/numpy/numpy,0.29123806994,0.70876193006,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,28.6k,10.3k,599,"1,718",4.5,4.8,4.7,4.3
2234,https://github.com/yarnpkg/yarn,https://github.com/vweevers/module-error,0.62049861500,0.37950138500,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,6,1,1,2,4.0,3.5,2.5,3.0
2236,https://github.com/yarnpkg/yarn,https://github.com/lukeed/polka,0.76094724863,0.23905275137,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
2237,https://github.com/yarnpkg/yarn,https://github.com/mikemcl/bignumber.js,0.92223790166,0.07776209834,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,6.7k,744,83,35,4.5,4.8,4.0,4.2
2238,https://github.com/yarnpkg/yarn,https://github.com/brooooooklyn/snappy,0.90945859215,0.09054140785,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2239,https://github.com/yarnpkg/yarn,https://github.com/import-js/eslint-plugin-import,0.86174533085,0.13825466915,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2240,https://github.com/yarnpkg/yarn,https://github.com/vercel/swr,0.79662736957,0.20337263043,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,30.9k,1.2k,209,183,4.5,4.8,4.2,4.0
2241,https://github.com/yarnpkg/yarn,https://github.com/mattn/go-isatty,0.88759070134,0.11240929866,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,845,108,12,29,4.0,3.5,3.0,3.5
2242,https://github.com/yarnpkg/yarn,https://github.com/mysticatea/abort-controller,0.21060940950,0.78939059050,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,305,36,8,5,4.0,3.5,3.0,3.5
2243,https://github.com/yarnpkg/yarn,https://github.com/gregberge/svgr,0.90259155260,0.09740844740,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,10.6k,425,35,132,4.5,4.8,4.2,4.0
2244,https://github.com/yarnpkg/yarn,https://github.com/coinbase/coinbase-wallet-sdk,0.01460573280,0.98539426720,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
2246,https://github.com/yarnpkg/yarn,https://github.com/humanwhocodes/object-schema,0.63674323321,0.36325676679,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,32,7,2,3,4.0,3.5,2.5,3.0
2249,https://github.com/yarnpkg/yarn,https://github.com/streetsidesoftware/cspell,0.99155216007,0.00844783993,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,1.3k,103,13,69,4.5,4.0,4.0,4.0
2250,https://github.com/yarnpkg/yarn,https://github.com/boa-dev/boa,0.80143485827,0.19856514173,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2251,https://github.com/yarnpkg/yarn,https://github.com/pandas-dev/pandas,0.36734625108,0.63265374892,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6
2252,https://github.com/yarnpkg/yarn,https://github.com/inikulin/parse5,0.99346214402,0.00653785598,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
2254,https://github.com/yarnpkg/yarn,https://github.com/nodeca/js-yaml,0.93409754782,0.06590245218,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,6.3k,776,75,73,4.5,4.0,3.5,4.0
2255,https://github.com/yarnpkg/yarn,https://github.com/formatjs/formatjs,0.97521084980,0.02478915020,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2256,https://github.com/yarnpkg/yarn,https://github.com/yahoo/serialize-javascript,0.03659401301,0.96340598699,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,2.8k,182,36,27,4.5,4.0,3.5,4.0
2260,https://github.com/yarnpkg/yarn,https://github.com/tklauser/go-sysconf,0.32102772140,0.67897227860,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,140,27,5,5,4.0,3.5,2.5,3.0
2261,https://github.com/yarnpkg/yarn,https://github.com/vitest-dev/vitest,0.71770432776,0.28229567224,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,13.6k,1.2k,53,554,4.5,4.8,4.7,4.3
2262,https://github.com/yarnpkg/yarn,https://github.com/google/flatbuffers,0.74253347060,0.25746652940,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
2263,https://github.com/yarnpkg/yarn,https://github.com/qix-/color-convert,0.49764178070,0.50235821930,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,751,96,12,27,4.5,3.5,3.0,4.0
2264,https://github.com/yarnpkg/yarn,https://github.com/biomejs/biome,0.34882367642,0.65117632358,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2265,https://github.com/yarnpkg/yarn,https://github.com/fastify/fastify,0.72772003332,0.27227996668,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
2266,https://github.com/yarnpkg/yarn,https://github.com/servo/rust-smallvec,0.33233373477,0.66766626523,41.5k,2.7k,555,520,4.5,4.0,4.5,4.0,1.4k,146,27,80,4.0,4.5,3.5,3.0
2268,https://github.com/fb55/entities,https://github.com/eslint/eslint,0.10964705880,0.89035294120,331,64,5,23,4.5,4.0,3.5,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2270,https://github.com/fb55/entities,https://github.com/babel/babel,0.38512396690,0.61487603310,331,64,5,23,4.5,4.0,3.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
